code,used,used_at
JURGEN-9257,no,
JURGEN-3741,no,
JURGEN-8501,no,
JURGEN-8156,no,
JURGEN-7327,no,
JURGEN-2738,no,
JURGEN-4457,no,
JURGEN-7075,no,
JURGEN-8331,no,
JURGEN-9794,no,
JURGEN-6888,no,
JURGEN-9088,no,
JURGEN-7032,no,
JURGEN-1967,no,
JURGEN-6845,no,
JURGEN-7155,no,
JURGEN-0372,no,
JURGEN-9702,no,
JURGEN-2659,no,
JURGEN-3929,no,
JURGEN-6102,no,
JURGEN-5975,no,
JURGEN-8536,no,
JURGEN-6196,no,
JURGEN-4971,no,
JURGEN-1746,no,
JURGEN-3672,no,
JURGEN-6312,no,
JURGEN-2358,no,
JURGEN-8969,no,
JURGEN-6698,no,
JURGEN-1765,no,
JURGEN-5279,no,
JURGEN-2200,no,
JURGEN-5338,no,
JURGEN-6485,no,
JURGEN-5289,no,
JURGEN-7295,no,
JURGEN-8280,no,
JURGEN-6026,no,
JURGEN-0230,no,
JURGEN-9986,no,
JURGEN-9381,no,
JURGEN-3939,no,
JURGEN-9939,no,
JURGEN-8962,no,
JURGEN-5184,no,
JURGEN-2631,no,
JURGEN-8088,no,
JURGEN-1472,no,
JURGEN-8612,no,
JURGEN-5378,no,
JURGEN-3179,no,
JURGEN-9672,no,
JURGEN-2247,no,
JURGEN-3662,no,
JURGEN-7173,no,
JURGEN-0774,no,
JURGEN-1176,no,
JURGEN-5412,no,
JURGEN-6581,no,
JURGEN-0409,no,
JURGEN-3080,no,
JURGEN-7036,no,
JURGEN-8667,no,
JURGEN-9429,no,
JURGEN-0035,no,
JURGEN-4340,no,
JURGEN-7805,no,
JURGEN-2520,no,
JURGEN-2341,no,
JURGEN-4010,no,
JURGEN-9741,no,
JURGEN-3931,no,
JURGEN-7530,no,
JURGEN-1913,no,
JURGEN-2079,no,
JURGEN-0419,no,
JURGEN-4290,no,
JURGEN-6148,no,
JURGEN-9874,no,
JURGEN-9559,no,
JURGEN-1549,no,
JURGEN-0557,no,
JURGEN-0855,no,
JURGEN-5102,no,
JURGEN-7458,no,
JURGEN-4131,no,
JURGEN-5307,no,
JURGEN-9865,no,
JURGEN-6174,no,
JURGEN-1547,no,
JURGEN-4828,no,
JURGEN-3268,no,
JURGEN-1669,no,
JURGEN-3759,no,
JURGEN-5778,no,
JURGEN-0252,no,
JURGEN-7841,no,
JURGEN-0396,no,
JURGEN-9739,no,
JURGEN-7106,no,
JURGEN-6478,no,
JURGEN-1172,no,
JURGEN-5515,no,
JURGEN-8087,no,
JURGEN-0436,no,
JURGEN-8292,no,
JURGEN-0977,no,
JURGEN-8108,no,
JURGEN-9638,no,
JURGEN-3517,no,
JURGEN-2492,no,
JURGEN-8345,no,
JURGEN-4130,no,
JURGEN-6595,no,
JURGEN-5786,no,
JURGEN-4777,no,
JURGEN-9631,no,
JURGEN-8965,no,
JURGEN-7033,no,
JURGEN-9852,no,
JURGEN-7883,no,
JURGEN-5988,no,
JURGEN-1136,no,
JURGEN-6079,no,
JURGEN-3620,no,
JURGEN-1540,no,
JURGEN-1646,no,
JURGEN-9238,no,
JURGEN-8499,no,
JURGEN-2012,no,
JURGEN-3489,no,
JURGEN-6394,no,
JURGEN-6385,no,
JURGEN-8129,no,
JURGEN-3461,no,
JURGEN-4742,no,
JURGEN-7669,no,
JURGEN-4140,no,
JURGEN-7968,no,
JURGEN-1862,no,
JURGEN-4791,no,
JURGEN-6103,no,
JURGEN-4961,no,
JURGEN-4735,no,
JURGEN-2120,no,
JURGEN-6793,no,
JURGEN-3063,no,
JURGEN-7595,no,
JURGEN-9958,no,
JURGEN-2513,no,
JURGEN-0567,no,
JURGEN-8138,no,
JURGEN-8296,no,
JURGEN-6723,no,
JURGEN-8443,no,
JURGEN-1749,no,
JURGEN-9348,no,
JURGEN-0837,no,
JURGEN-4901,no,
JURGEN-4275,no,
JURGEN-5959,no,
JURGEN-4486,no,
JURGEN-5599,no,
JURGEN-9252,no,
JURGEN-0320,no,
JURGEN-6556,no,
JURGEN-3140,no,
JURGEN-2895,no,
JURGEN-5181,no,
JURGEN-3153,no,
JURGEN-5804,no,
JURGEN-3520,no,
JURGEN-9617,no,
JURGEN-1316,no,
JURGEN-5370,no,
JURGEN-0552,no,
JURGEN-5712,no,
JURGEN-9394,no,
JURGEN-3272,no,
JURGEN-9237,no,
JURGEN-0125,no,
JURGEN-8994,no,
JURGEN-5220,no,
JURGEN-5874,no,
JURGEN-2515,no,
JURGEN-9840,no,
JURGEN-9396,no,
JURGEN-5473,no,
JURGEN-0682,no,
JURGEN-7601,no,
JURGEN-6696,no,
JURGEN-3827,no,
JURGEN-2422,no,
JURGEN-9785,no,
JURGEN-3436,no,
JURGEN-7923,no,
JURGEN-5416,no,
JURGEN-3541,no,
JURGEN-1661,no,
JURGEN-9403,no,
JURGEN-1799,no,
JURGEN-4257,no,
JURGEN-3321,no,
JURGEN-3825,no,
JURGEN-6798,no,
JURGEN-2881,no,
JURGEN-1988,no,
JURGEN-3031,no,
JURGEN-8329,no,
JURGEN-2765,no,
JURGEN-9187,no,
JURGEN-9842,no,
JURGEN-7053,no,
JURGEN-5081,no,
JURGEN-0757,no,
JURGEN-6650,no,
JURGEN-4199,no,
JURGEN-3628,no,
JURGEN-8064,no,
JURGEN-0568,no,
JURGEN-0856,no,
JURGEN-3497,no,
JURGEN-7255,no,
JURGEN-8634,no,
JURGEN-1569,no,
JURGEN-9964,no,
JURGEN-6609,no,
JURGEN-4494,no,
JURGEN-8716,no,
JURGEN-9145,no,
JURGEN-1798,no,
JURGEN-8801,no,
JURGEN-0383,no,
JURGEN-2231,no,
JURGEN-5803,no,
JURGEN-2230,no,
JURGEN-1075,no,
JURGEN-0980,no,
JURGEN-7916,no,
JURGEN-6886,no,
JURGEN-3866,no,
JURGEN-0997,no,
JURGEN-8009,no,
JURGEN-4758,no,
JURGEN-6514,no,
JURGEN-0889,no,
JURGEN-1226,no,
JURGEN-6623,no,
JURGEN-4369,no,
JURGEN-1670,no,
JURGEN-5967,no,
JURGEN-8983,no,
JURGEN-8712,no,
JURGEN-5397,no,
JURGEN-4570,no,
JURGEN-2636,no,
JURGEN-7104,no,
JURGEN-3646,no,
JURGEN-1101,no,
JURGEN-6029,no,
JURGEN-5660,no,
JURGEN-1909,no,
JURGEN-5374,no,
JURGEN-8372,no,
JURGEN-0332,no,
JURGEN-2337,no,
JURGEN-1608,no,
JURGEN-6785,no,
JURGEN-7257,no,
JURGEN-0277,no,
JURGEN-7668,no,
JURGEN-9636,no,
JURGEN-0513,no,
JURGEN-2058,no,
JURGEN-3424,no,
JURGEN-4134,no,
JURGEN-9048,no,
JURGEN-9082,no,
JURGEN-6289,no,
JURGEN-4654,no,
JURGEN-9047,no,
JURGEN-2138,no,
JURGEN-2027,no,
JURGEN-1327,no,
JURGEN-0432,no,
JURGEN-7335,no,
JURGEN-2499,no,
JURGEN-8588,no,
JURGEN-2963,no,
JURGEN-2162,no,
JURGEN-4056,no,
JURGEN-1156,no,
JURGEN-3073,no,
JURGEN-7676,no,
JURGEN-8785,no,
JURGEN-7794,no,
JURGEN-1186,no,
JURGEN-3518,no,
JURGEN-8326,no,
JURGEN-3434,no,
JURGEN-4596,no,
JURGEN-7683,no,
JURGEN-8595,no,
JURGEN-6718,no,
JURGEN-3271,no,
JURGEN-6660,no,
JURGEN-4318,no,
JURGEN-8737,no,
JURGEN-6890,no,
JURGEN-0119,no,
JURGEN-6318,no,
JURGEN-3907,no,
JURGEN-1545,no,
JURGEN-0596,no,
JURGEN-0700,no,
JURGEN-0582,no,
JURGEN-3289,no,
JURGEN-4526,no,
JURGEN-1999,no,
JURGEN-8676,no,
JURGEN-8771,no,
JURGEN-4319,no,
JURGEN-0081,no,
JURGEN-7185,no,
JURGEN-6997,no,
JURGEN-0660,no,
JURGEN-2730,no,
JURGEN-3961,no,
JURGEN-4634,no,
JURGEN-3203,no,
JURGEN-0056,no,
JURGEN-7189,no,
JURGEN-5537,no,
JURGEN-7223,no,
JURGEN-2288,no,
JURGEN-7874,no,
JURGEN-0538,no,
JURGEN-8199,no,
JURGEN-7772,no,
JURGEN-9594,no,
JURGEN-8624,no,
JURGEN-2624,no,
JURGEN-6637,no,
JURGEN-3273,no,
JURGEN-4149,no,
JURGEN-5822,no,
JURGEN-5091,no,
JURGEN-7910,no,
JURGEN-3698,no,
JURGEN-9504,no,
JURGEN-7071,no,
JURGEN-6168,no,
JURGEN-1347,no,
JURGEN-3580,no,
JURGEN-7739,no,
JURGEN-7342,no,
JURGEN-6816,no,
JURGEN-4600,no,
JURGEN-6892,no,
JURGEN-0448,no,
JURGEN-4440,no,
JURGEN-4278,no,
JURGEN-9606,no,
JURGEN-3157,no,
JURGEN-9675,no,
JURGEN-7623,no,
JURGEN-7219,no,
JURGEN-6429,no,
JURGEN-2324,no,
JURGEN-7913,no,
JURGEN-0763,no,
JURGEN-6325,no,
JURGEN-7117,no,
JURGEN-8205,no,
JURGEN-2989,no,
JURGEN-1123,no,
JURGEN-0857,no,
JURGEN-2985,no,
JURGEN-8492,no,
JURGEN-8358,no,
JURGEN-1506,no,
JURGEN-2090,no,
JURGEN-5722,no,
JURGEN-7603,no,
JURGEN-1412,no,
JURGEN-7614,no,
JURGEN-9755,no,
JURGEN-8671,no,
JURGEN-8379,no,
JURGEN-3326,no,
JURGEN-0251,no,
JURGEN-3833,no,
JURGEN-0914,no,
JURGEN-3700,no,
JURGEN-3360,no,
JURGEN-9221,no,
JURGEN-3792,no,
JURGEN-1084,no,
JURGEN-2057,no,
JURGEN-0850,no,
JURGEN-3018,no,
JURGEN-2650,no,
JURGEN-9921,no,
JURGEN-7417,no,
JURGEN-9217,no,
JURGEN-9502,no,
JURGEN-5545,no,
JURGEN-2052,no,
JURGEN-2965,no,
JURGEN-8028,no,
JURGEN-7254,no,
JURGEN-5939,no,
JURGEN-7637,no,
JURGEN-1002,no,
JURGEN-4489,no,
JURGEN-3760,no,
JURGEN-5771,no,
JURGEN-7782,no,
JURGEN-3709,no,
JURGEN-3078,no,
JURGEN-5240,no,
JURGEN-2666,no,
JURGEN-5012,no,
JURGEN-0312,no,
JURGEN-8633,no,
JURGEN-9533,no,
JURGEN-0430,no,
JURGEN-9303,no,
JURGEN-4896,no,
JURGEN-6702,no,
JURGEN-1445,no,
JURGEN-9419,no,
JURGEN-3459,no,
JURGEN-6399,no,
JURGEN-7654,no,
JURGEN-9951,no,
JURGEN-8783,no,
JURGEN-3071,no,
JURGEN-6985,no,
JURGEN-2041,no,
JURGEN-6773,no,
JURGEN-4256,no,
JURGEN-4352,no,
JURGEN-2362,no,
JURGEN-6440,no,
JURGEN-6177,no,
JURGEN-4716,no,
JURGEN-5226,no,
JURGEN-0587,no,
JURGEN-1198,no,
JURGEN-5496,no,
JURGEN-0760,no,
JURGEN-4580,no,
JURGEN-3235,no,
JURGEN-2111,no,
JURGEN-4939,no,
JURGEN-7879,no,
JURGEN-7541,no,
JURGEN-6573,no,
JURGEN-1794,no,
JURGEN-2335,no,
JURGEN-7099,no,
JURGEN-0054,no,
JURGEN-3468,no,
JURGEN-6560,no,
JURGEN-2354,no,
JURGEN-0817,no,
JURGEN-3802,no,
JURGEN-8957,no,
JURGEN-9725,no,
JURGEN-0017,no,
JURGEN-7955,no,
JURGEN-7557,no,
JURGEN-2994,no,
JURGEN-9416,no,
JURGEN-9957,no,
JURGEN-1036,no,
JURGEN-2495,no,
JURGEN-2326,no,
JURGEN-0558,no,
JURGEN-7914,no,
JURGEN-7021,no,
JURGEN-7592,no,
JURGEN-9183,no,
JURGEN-9438,no,
JURGEN-2830,no,
JURGEN-2186,no,
JURGEN-5644,no,
JURGEN-1231,no,
JURGEN-3102,no,
JURGEN-4575,no,
JURGEN-2301,no,
JURGEN-1928,no,
JURGEN-8131,no,
JURGEN-6693,no,
JURGEN-9026,no,
JURGEN-2472,no,
JURGEN-6082,no,
JURGEN-0390,no,
JURGEN-7410,no,
JURGEN-0319,no,
JURGEN-9799,no,
JURGEN-3227,no,
JURGEN-5393,no,
JURGEN-8603,no,
JURGEN-0075,no,
JURGEN-0405,no,
JURGEN-3495,no,
JURGEN-1398,no,
JURGEN-4546,no,
JURGEN-0573,no,
JURGEN-3356,no,
JURGEN-0726,no,
JURGEN-6483,no,
JURGEN-8697,no,
JURGEN-7970,no,
JURGEN-2786,no,
JURGEN-4895,no,
JURGEN-6070,no,
JURGEN-1657,no,
JURGEN-4665,no,
JURGEN-3485,no,
JURGEN-7448,no,
JURGEN-7180,no,
JURGEN-3605,no,
JURGEN-1744,no,
JURGEN-1239,no,
JURGEN-9110,no,
JURGEN-8391,no,
JURGEN-7334,no,
JURGEN-1649,no,
JURGEN-3019,no,
JURGEN-1268,no,
JURGEN-4924,no,
JURGEN-8681,no,
JURGEN-0422,no,
JURGEN-4284,no,
JURGEN-7101,no,
JURGEN-2955,no,
JURGEN-5734,no,
JURGEN-0880,no,
JURGEN-9219,no,
JURGEN-5677,no,
JURGEN-9305,no,
JURGEN-9795,no,
JURGEN-4238,no,
JURGEN-1453,no,
JURGEN-6017,no,
JURGEN-4089,no,
JURGEN-5364,no,
JURGEN-6434,no,
JURGEN-8590,no,
JURGEN-7992,no,
JURGEN-1406,no,
JURGEN-0344,no,
JURGEN-6122,no,
JURGEN-0083,no,
JURGEN-7935,no,
JURGEN-9393,no,
JURGEN-0566,no,
JURGEN-0741,no,
JURGEN-7892,no,
JURGEN-4306,no,
JURGEN-4240,no,
JURGEN-7685,no,
JURGEN-2756,no,
JURGEN-7494,no,
JURGEN-3954,no,
JURGEN-2986,no,
JURGEN-4197,no,
JURGEN-5154,no,
JURGEN-0680,no,
JURGEN-8657,no,
JURGEN-9484,no,
JURGEN-7505,no,
JURGEN-5502,no,
JURGEN-6195,no,
JURGEN-0885,no,
JURGEN-3275,no,
JURGEN-9306,no,
JURGEN-1034,no,
JURGEN-2795,no,
JURGEN-2129,no,
JURGEN-5569,no,
JURGEN-7961,no,
JURGEN-7350,no,
JURGEN-7089,no,
JURGEN-1737,no,
JURGEN-0668,no,
JURGEN-1808,no,
JURGEN-4070,no,
JURGEN-1762,no,
JURGEN-2367,no,
JURGEN-8710,no,
JURGEN-7135,no,
JURGEN-0698,no,
JURGEN-1715,no,
JURGEN-2697,no,
JURGEN-8644,no,
JURGEN-2493,no,
JURGEN-2441,no,
JURGEN-0194,no,
JURGEN-8718,no,
JURGEN-8320,no,
JURGEN-1757,no,
JURGEN-6755,no,
JURGEN-4055,no,
JURGEN-3398,no,
JURGEN-6219,no,
JURGEN-3353,no,
JURGEN-7559,no,
JURGEN-5602,no,
JURGEN-7325,no,
JURGEN-4813,no,
JURGEN-5730,no,
JURGEN-5524,no,
JURGEN-2933,no,
JURGEN-3216,no,
JURGEN-5661,no,
JURGEN-4833,no,
JURGEN-9557,no,
JURGEN-7985,no,
JURGEN-9605,no,
JURGEN-1532,no,
JURGEN-5891,no,
JURGEN-2732,no,
JURGEN-7687,no,
JURGEN-6233,no,
JURGEN-0985,no,
JURGEN-4312,no,
JURGEN-1634,no,
JURGEN-3769,no,
JURGEN-5971,no,
JURGEN-4452,no,
JURGEN-0150,no,
JURGEN-4068,no,
JURGEN-7823,no,
JURGEN-1428,no,
JURGEN-2254,no,
JURGEN-7779,no,
JURGEN-8421,no,
JURGEN-0517,no,
JURGEN-6715,no,
JURGEN-8291,no,
JURGEN-5508,no,
JURGEN-4467,no,
JURGEN-6952,no,
JURGEN-1592,no,
JURGEN-8013,no,
JURGEN-4017,no,
JURGEN-2990,no,
JURGEN-0514,no,
JURGEN-0427,no,
JURGEN-0048,no,
JURGEN-6751,no,
JURGEN-4745,no,
JURGEN-9714,no,
JURGEN-5700,no,
JURGEN-9113,no,
JURGEN-7421,no,
JURGEN-4936,no,
JURGEN-7847,no,
JURGEN-2073,no,
JURGEN-1275,no,
JURGEN-4280,no,
JURGEN-7159,no,
JURGEN-1577,no,
JURGEN-9193,no,
JURGEN-3982,no,
JURGEN-7391,no,
JURGEN-0337,no,
JURGEN-0945,no,
JURGEN-8719,no,
JURGEN-3665,no,
JURGEN-4542,no,
JURGEN-9944,no,
JURGEN-8005,no,
JURGEN-9625,no,
JURGEN-6380,no,
JURGEN-3554,no,
JURGEN-1741,no,
JURGEN-2379,no,
JURGEN-4415,no,
JURGEN-8638,no,
JURGEN-9496,no,
JURGEN-5421,no,
JURGEN-8144,no,
JURGEN-5843,no,
JURGEN-0864,no,
JURGEN-3242,no,
JURGEN-5255,no,
JURGEN-5673,no,
JURGEN-5280,no,
JURGEN-1267,no,
JURGEN-4194,no,
JURGEN-0933,no,
JURGEN-7211,no,
JURGEN-2137,no,
JURGEN-4549,no,
JURGEN-1441,no,
JURGEN-8408,no,
JURGEN-0743,no,
JURGEN-0003,no,
JURGEN-2340,no,
JURGEN-1965,no,
JURGEN-9635,no,
JURGEN-3938,no,
JURGEN-3410,no,
JURGEN-0034,no,
JURGEN-9780,no,
JURGEN-4250,no,
JURGEN-4474,no,
JURGEN-4465,no,
JURGEN-5455,no,
JURGEN-7663,no,
JURGEN-6031,no,
JURGEN-7087,no,
JURGEN-0225,no,
JURGEN-4656,no,
JURGEN-8067,no,
JURGEN-9979,no,
JURGEN-5941,no,
JURGEN-5379,no,
JURGEN-5751,no,
JURGEN-2352,no,
JURGEN-7162,no,
JURGEN-6712,no,
JURGEN-2798,no,
JURGEN-6509,no,
JURGEN-8112,no,
JURGEN-3323,no,
JURGEN-5598,no,
JURGEN-9223,no,
JURGEN-3263,no,
JURGEN-7061,no,
JURGEN-0415,no,
JURGEN-0039,no,
JURGEN-8273,no,
JURGEN-3469,no,
JURGEN-7787,no,
JURGEN-9108,no,
JURGEN-2392,no,
JURGEN-1367,no,
JURGEN-1963,no,
JURGEN-0256,no,
JURGEN-2540,no,
JURGEN-7644,no,
JURGEN-5671,no,
JURGEN-5316,no,
JURGEN-8423,no,
JURGEN-0113,no,
JURGEN-6797,no,
JURGEN-9910,no,
JURGEN-3680,no,
JURGEN-3219,no,
JURGEN-2892,no,
JURGEN-3397,no,
JURGEN-1867,no,
JURGEN-4121,no,
JURGEN-4610,no,
JURGEN-1974,no,
JURGEN-7642,no,
JURGEN-3108,no,
JURGEN-1501,no,
JURGEN-2747,no,
JURGEN-9129,no,
JURGEN-0201,no,
JURGEN-9762,no,
JURGEN-4718,no,
JURGEN-7407,no,
JURGEN-6363,no,
JURGEN-8255,no,
JURGEN-9136,no,
JURGEN-2590,no,
JURGEN-6462,no,
JURGEN-0767,no,
JURGEN-0359,no,
JURGEN-9440,no,
JURGEN-1582,no,
JURGEN-0937,no,
JURGEN-7824,no,
JURGEN-2629,no,
JURGEN-5092,no,
JURGEN-8011,no,
JURGEN-0399,no,
JURGEN-5228,no,
JURGEN-1845,no,
JURGEN-5028,no,
JURGEN-8537,no,
JURGEN-8971,no,
JURGEN-7619,no,
JURGEN-0388,no,
JURGEN-2564,no,
JURGEN-2861,no,
JURGEN-5653,no,
JURGEN-5915,no,
JURGEN-3567,no,
JURGEN-2952,no,
JURGEN-2156,no,
JURGEN-7115,no,
JURGEN-8414,no,
JURGEN-3613,no,
JURGEN-2390,no,
JURGEN-4142,no,
JURGEN-9537,no,
JURGEN-9673,no,
JURGEN-1374,no,
JURGEN-8359,no,
JURGEN-7386,no,
JURGEN-8573,no,
JURGEN-6792,no,
JURGEN-7009,no,
JURGEN-9228,no,
JURGEN-2466,no,
JURGEN-7836,no,
JURGEN-4582,no,
JURGEN-4128,no,
JURGEN-7710,no,
JURGEN-1247,no,
JURGEN-5107,no,
JURGEN-6165,no,
JURGEN-8525,no,
JURGEN-9386,no,
JURGEN-4183,no,
JURGEN-2414,no,
JURGEN-5442,no,
JURGEN-0990,no,
JURGEN-7730,no,
JURGEN-0472,no,
JURGEN-0164,no,
JURGEN-5643,no,
JURGEN-3500,no,
JURGEN-6761,no,
JURGEN-4737,no,
JURGEN-7014,no,
JURGEN-9105,no,
JURGEN-1848,no,
JURGEN-4344,no,
JURGEN-9216,no,
JURGEN-3781,no,
JURGEN-2290,no,
JURGEN-9723,no,
JURGEN-4081,no,
JURGEN-8136,no,
JURGEN-1914,no,
JURGEN-1993,no,
JURGEN-9884,no,
JURGEN-6994,no,
JURGEN-5090,no,
JURGEN-9978,no,
JURGEN-5579,no,
JURGEN-2233,no,
JURGEN-6459,no,
JURGEN-8420,no,
JURGEN-2695,no,
JURGEN-6011,no,
JURGEN-2038,no,
JURGEN-4953,no,
JURGEN-8043,no,
JURGEN-4878,no,
JURGEN-8196,no,
JURGEN-0384,no,
JURGEN-5323,no,
JURGEN-2443,no,
JURGEN-4677,no,
JURGEN-8225,no,
JURGEN-8123,no,
JURGEN-9444,no,
JURGEN-0197,no,
JURGEN-5373,no,
JURGEN-4916,no,
JURGEN-7134,no,
JURGEN-9773,no,
JURGEN-3051,no,
JURGEN-9083,no,
JURGEN-7948,no,
JURGEN-4496,no,
JURGEN-6885,no,
JURGEN-9989,no,
JURGEN-4979,no,
JURGEN-8133,no,
JURGEN-1196,no,
JURGEN-2399,no,
JURGEN-0104,no,
JURGEN-8094,no,
JURGEN-0116,no,
JURGEN-0732,no,
JURGEN-8821,no,
JURGEN-8605,no,
JURGEN-1488,no,
JURGEN-3787,no,
JURGEN-0458,no,
JURGEN-5125,no,
JURGEN-8514,no,
JURGEN-2561,no,
JURGEN-2607,no,
JURGEN-2088,no,
JURGEN-2467,no,
JURGEN-4502,no,
JURGEN-2865,no,
JURGEN-4348,no,
JURGEN-4802,no,
JURGEN-8881,no,
JURGEN-6083,no,
JURGEN-2355,no,
JURGEN-5243,no,
JURGEN-3612,no,
JURGEN-4937,no,
JURGEN-4995,no,
JURGEN-5649,no,
JURGEN-8265,no,
JURGEN-4956,no,
JURGEN-3075,no,
JURGEN-1396,no,
JURGEN-4049,no,
JURGEN-7821,no,
JURGEN-4954,no,
JURGEN-7781,no,
JURGEN-1425,no,
JURGEN-5349,no,
JURGEN-0530,no,
JURGEN-7016,no,
JURGEN-6417,no,
JURGEN-7536,no,
JURGEN-0816,no,
JURGEN-2701,no,
JURGEN-6395,no,
JURGEN-5047,no,
JURGEN-7927,no,
JURGEN-6558,no,
JURGEN-3890,no,
JURGEN-2136,no,
JURGEN-3046,no,
JURGEN-4729,no,
JURGEN-0437,no,
JURGEN-3859,no,
JURGEN-1709,no,
JURGEN-7859,no,
JURGEN-1760,no,
JURGEN-6334,no,
JURGEN-6794,no,
JURGEN-5313,no,
JURGEN-8264,no,
JURGEN-5617,no,
JURGEN-2425,no,
JURGEN-2599,no,
JURGEN-1612,no,
JURGEN-5935,no,
JURGEN-2320,no,
JURGEN-5055,no,
JURGEN-1892,no,
JURGEN-3302,no,
JURGEN-2731,no,
JURGEN-2149,no,
JURGEN-1784,no,
JURGEN-3782,no,
JURGEN-7512,no,
JURGEN-1391,no,
JURGEN-9470,no,
JURGEN-1642,no,
JURGEN-5097,no,
JURGEN-8083,no,
JURGEN-4487,no,
JURGEN-4264,no,
JURGEN-4476,no,
JURGEN-6946,no,
JURGEN-0812,no,
JURGEN-0751,no,
JURGEN-5868,no,
JURGEN-4277,no,
JURGEN-0403,no,
JURGEN-9492,no,
JURGEN-4083,no,
JURGEN-2982,no,
JURGEN-1666,no,
JURGEN-0523,no,
JURGEN-9676,no,
JURGEN-7733,no,
JURGEN-2188,no,
JURGEN-3350,no,
JURGEN-1124,no,
JURGEN-7469,no,
JURGEN-3043,no,
JURGEN-1098,no,
JURGEN-7865,no,
JURGEN-8378,no,
JURGEN-2854,no,
JURGEN-4612,no,
JURGEN-2751,no,
JURGEN-1694,no,
JURGEN-6321,no,
JURGEN-4427,no,
JURGEN-5131,no,
JURGEN-1218,no,
JURGEN-9068,no,
JURGEN-4713,no,
JURGEN-9273,no,
JURGEN-4903,no,
JURGEN-1916,no,
JURGEN-6984,no,
JURGEN-8584,no,
JURGEN-5272,no,
JURGEN-9289,no,
JURGEN-1114,no,
JURGEN-4672,no,
JURGEN-0865,no,
JURGEN-4662,no,
JURGEN-8325,no,
JURGEN-6987,no,
JURGEN-2960,no,
JURGEN-3810,no,
JURGEN-1117,no,
JURGEN-2504,no,
JURGEN-8290,no,
JURGEN-9515,no,
JURGEN-2406,no,
JURGEN-1998,no,
JURGEN-9509,no,
JURGEN-7285,no,
JURGEN-6081,no,
JURGEN-3652,no,
JURGEN-5132,no,
JURGEN-4898,no,
JURGEN-1458,no,
JURGEN-1343,no,
JURGEN-3964,no,
JURGEN-2022,no,
JURGEN-5363,no,
JURGEN-0305,no,
JURGEN-6171,no,
JURGEN-5807,no,
JURGEN-1001,no,
JURGEN-3089,no,
JURGEN-7206,no,
JURGEN-3163,no,
JURGEN-2036,no,
JURGEN-4687,no,
JURGEN-3407,no,
JURGEN-0400,no,
JURGEN-6586,no,
JURGEN-2223,no,
JURGEN-1955,no,
JURGEN-9931,no,
JURGEN-8288,no,
JURGEN-0240,no,
JURGEN-6686,no,
JURGEN-5956,no,
JURGEN-8867,no,
JURGEN-8953,no,
JURGEN-2625,no,
JURGEN-4620,no,
JURGEN-8444,no,
JURGEN-1985,no,
JURGEN-7402,no,
JURGEN-4854,no,
JURGEN-4736,no,
JURGEN-6848,no,
JURGEN-8615,no,
JURGEN-6915,no,
JURGEN-0849,no,
JURGEN-0314,no,
JURGEN-6199,no,
JURGEN-4419,no,
JURGEN-0781,no,
JURGEN-5969,no,
JURGEN-5863,no,
JURGEN-3703,no,
JURGEN-3904,no,
JURGEN-7720,no,
JURGEN-4848,no,
JURGEN-3979,no,
JURGEN-2232,no,
JURGEN-5896,no,
JURGEN-2588,no,
JURGEN-4247,no,
JURGEN-4814,no,
JURGEN-4900,no,
JURGEN-4293,no,
JURGEN-8938,no,
JURGEN-6413,no,
JURGEN-9950,no,
JURGEN-2161,no,
JURGEN-9938,no,
JURGEN-9009,no,
JURGEN-9998,no,
JURGEN-5498,no,
JURGEN-6140,no,
JURGEN-2083,no,
JURGEN-3001,no,
JURGEN-4511,no,
JURGEN-6481,no,
JURGEN-4966,no,
JURGEN-3733,no,
JURGEN-2497,no,
JURGEN-7281,no,
JURGEN-1930,no,
JURGEN-6545,no,
JURGEN-2226,no,
JURGEN-9153,no,
JURGEN-2512,no,
JURGEN-2546,no,
JURGEN-8003,no,
JURGEN-4414,no,
JURGEN-9604,no,
JURGEN-5827,no,
JURGEN-0483,no,
JURGEN-6293,no,
JURGEN-7422,no,
JURGEN-4258,no,
JURGEN-0451,no,
JURGEN-0646,no,
JURGEN-3655,no,
JURGEN-9120,no,
JURGEN-9793,no,
JURGEN-7688,no,
JURGEN-8349,no,
JURGEN-4460,no,
JURGEN-2641,no,
JURGEN-4673,no,
JURGEN-6115,no,
JURGEN-1548,no,
JURGEN-0325,no,
JURGEN-0508,no,
JURGEN-9647,no,
JURGEN-6091,no,
JURGEN-1261,no,
JURGEN-4708,no,
JURGEN-4483,no,
JURGEN-9547,no,
JURGEN-0059,no,
JURGEN-0334,no,
JURGEN-2150,no,
JURGEN-7929,no,
JURGEN-6086,no,
JURGEN-8675,no,
JURGEN-5447,no,
JURGEN-3678,no,
JURGEN-1007,no,
JURGEN-1578,no,
JURGEN-1558,no,
JURGEN-8302,no,
JURGEN-5115,no,
JURGEN-2750,no,
JURGEN-8650,no,
JURGEN-7318,no,
JURGEN-3213,no,
JURGEN-4681,no,
JURGEN-3617,no,
JURGEN-6272,no,
JURGEN-0112,no,
JURGEN-1035,no,
JURGEN-9246,no,
JURGEN-2193,no,
JURGEN-5281,no,
JURGEN-4615,no,
JURGEN-0378,no,
JURGEN-2431,no,
JURGEN-9472,no,
JURGEN-8813,no,
JURGEN-0223,no,
JURGEN-6071,no,
JURGEN-6924,no,
JURGEN-8430,no,
JURGEN-0632,no,
